Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Noviembre 1762,*La real jura de Artajerjes,,,,1762,2410,El tribunal de la moda,,Sainete,1,1762,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Noviembre 1762,*La real jura de Artajerjes,,,,1762,2239,El tribunal de la moda,,Sainete,1,1762,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Noviembre 1762,*La real jura de Artajerjes,,,,1762,2051,El tribunal de la moda,,Sainete,1,1762,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Noviembre 1762,*La real jura de Artajerjes,,,,1762,1931,El tribunal de la moda,,Sainete,1,1762,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Noviembre 1762,El triunfo de Tomiris,,,,,1761,,,,,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Noviembre 1762,El triunfo de Tomiris,,,,,2935,,,,,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Noviembre 1762,El triunfo de Tomiris,,,,,1643,,,,,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Noviembre 1762,El triunfo de Tomiris,,,,,1509,,,,,,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Noviembre 1762,El cerco de Zamora,,,,,1462,,,,,,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Noviembre 1762,El cerco de Zamora,,,,,1201,,,,,,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Noviembre 1762,Orlando furioso,,,,,3398,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Noviembre 1762,Orlando furioso,,,,,2395,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Noviembre 1762,Orlando furioso,,,,,3676,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Noviembre 1762,Orlando furioso,,,,,2344,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Noviembre 1762,Orlando furioso,,,,,2478,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Diciembre 1762,Orlando furioso,,,,,1901,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Diciembre 1762,Orlando furioso,,,,,1907,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Diciembre 1762,*Píramo y Tisbe,,,,,2738,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Diciembre 1762,*Píramo y Tisbe,,,,,2055,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Diciembre 1762,*Píramo y Tisbe,,,,,3799,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Diciembre 1762,*Píramo y Tisbe,,,,,2952,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Diciembre 1762,*Píramo y Tisbe,,,,,1752,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Diciembre 1762,*Píramo y Tisbe,,,,,5121,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Diciembre 1762,*Píramo y Tisbe,,,,,3198,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Diciembre 1762,*Píramo y Tisbe,,,,,1801,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Diciembre 1762,*Píramo y Tisbe,,,,,1643,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Diciembre 1762,*Píramo y Tisbe,,,,,4288,,Antonio Fernández,Sainetes,1,1762,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Diciembre 1762,El mejor par de los doce,,,,,1095,,,,,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Diciembre 1762,El mejor par de los doce,,,,,873,,,,,,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Diciembre 1762,Lo que va de cetro a cetro,,,,,935,,,,,,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Diciembre 1762,Lo que va de cetro a cetro,,,,,1155,,,,,,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Diciembre 1762,El sol de los vizcaínos,,,,,2045,,,,,,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Diciembre 1762,El sol de los vizcaínos,,,,,1553,,,,,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Diciembre 1762,El sol de los vizcaínos,,,,,3404,,,,,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Diciembre 1762,El sol de los vizcaínos,,,,,1356,,,,,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Diciembre 1762,El sol de los vizcaínos,,,,,1852,,,,,,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Diciembre 1762,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5540,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Diciembre 1762,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5750,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Diciembre 1762,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5538,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Diciembre 1762,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5176,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Diciembre 1762,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5543,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Diciembre 1762,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5529,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Diciembre 1762,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,4695,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5344,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5853,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,4999,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,4228,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,3438,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5557,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,4151,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,4310,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5065,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,4044,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,3617,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,3509,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,3603,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,3785,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,2759,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,5077,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,3858,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,2542,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,2306,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,3574,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Enero 1763,*Los tres mayores prodigios en tres edades distintas y origen carmelitano,,,,1762,2527,La moda en el teatro,,Entremés,1,1762,,Sainetes de Bazo - premier,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Enero 1763,La sirena de Tinacria,,,,,2729,,Antonio Fernández,Entremés,1,1762,,Sainete: La ronda de la verdad- premier,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Enero 1763,La sirena de Tinacria,,,,,3411,,Antonio Fernández,Entremés,1,1762,,Sainete: La ronda de la verdad- premier,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Enero 1763,La sirena de Tinacria,,,,,3620,,Antonio Fernández,Entremés,1,1762,,Sainete: La ronda de la verdad- premier,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Enero 1763,La sirena de Tinacria,,,,,2619,,Antonio Fernández,Entremés,1,1762,,Sainete: La ronda de la verdad- premier,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Enero 1763,La sirena de Tinacria,,,,,2256,,Antonio Fernández,Entremés,1,1762,,Sainete: La ronda de la verdad- premier,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Enero 1763,La sirena de Tinacria,,,,,2853,,Antonio Fernández,Entremés,1,1762,,Sainete: La ronda de la verdad- premier,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Enero 1763,La sirena de Tinacria,,,,,2300,,Antonio Fernández,Entremés,1,1762,,Sainete: La ronda de la verdad- premier,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Enero 1763,La lavadera de Nápoles,,,,,2856,,,Sainetes,1,1762,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Enero 1763,La lavadera de Nápoles,,,,,3528,,,Sainetes,1,1762,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Enero 1763,*El doctor Euclides,,,,,4947,,,Sainetes,1,1762,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Febrero 1763,*El doctor Euclides,,,,,2457,,,Sainetes,1,1762,,,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Febrero 1763,*El doctor Euclides,,,,,4510,,,Sainetes,1,1762,,,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Febrero 1763,*El doctor Euclides,,,,,3300,,,Sainetes,1,1762,,,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Febrero 1763,*Adriano en Siria,,,,,4650,,,Sainetes,1,1762,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Febrero 1763,*Adriano en Siria,,,,,4414,,,Sainetes,1,1762,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Febrero 1763,*Adriano en Siria,,,,,5602,,,Sainetes,1,1762,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
