Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week
13 Mayo 1763,El cura de Madrílejos,,,,,3064,El hospital de la moda,,Entremés,1,,,Sainete: La residencia,María Ladrevant,Friday
14 Mayo 1763,El cura de Madrílejos,,,,,2091,El hospital de la moda,,Entremés,1,,,Sainete: La residencia,María Ladrevant,Saturday
15 Mayo 1763,El cura de Madrílejos,,,,,2138,El hospital de la moda,,Entremés,1,,,Sainete: La residencia,María Ladrevant,Sunday
16 Mayo 1763,El cura de Madrílejos,,,,,2380,El hospital de la moda,,Entremés,1,,,Sainete: La residencia,María Ladrevant,Monday
17 Mayo 1763,El secreto a voces,,,,,2224,Los apodos,,Entremés,1,,,Sainete: El galán joven,María Ladrevant,Tuesday
18 Mayo 1763,El secreto a voces,,,,,1541,Los apodos,,Entremés,1,,,Sainete: El galán joven,María Ladrevant,Wednesday
19 Mayo 1763,Las armas de la hermosura ,,,,,1617,Los porfiados,,Entremés,1,,,Sainete: La junta de payos,María Ladrevant,Thursday
20 Mayo 1763,"Las armas de la hermosura - e.: Los porfiados, s.: La junta de payos",,,,,2030,Los porfiados,,Entremés,1,,,Sainete: La junta de payos,María Ladrevant,Friday
21 Mayo 1763,*El parecido de Rusia,,,,,3483,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Saturday
22 Mayo 1763,*El parecido de Rusia,,,,,5225,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Sunday
23 Mayo 1763,*El parecido de Rusia,,,,,5116,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Monday
24 Mayo 1763,*El parecido de Rusia,,,,,4949,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Tuesday
25 Mayo 1763,*El parecido de Rusia,,,,,3875,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Wednesday
26 Mayo 1763,*El parecido de Rusia,,,,,3989,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Thursday
27 Mayo 1763,*El parecido de Rusia,,,,,3906,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Friday
28 Mayo 1763,*El parecido de Rusia,,,,,3419,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Saturday
29 Mayo 1763,*El parecido de Rusia,,,,,5461,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Sunday
30 Mayo 1763,*El parecido de Rusia,,,,,4976,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Monday
31 Mayo 1763,*El parecido de Rusia,,,,,3506,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Tuesday
01 Junio 1763,*El parecido de Rusia,,,,,2989,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Wednesday
02 Junio 1763,*El parecido de Rusia,,,,,3855,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Thursday
03 Junio 1763,*El parecido de Rusia,,,,,2037,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Friday
04 Junio 1763,*El parecido de Rusia,,,,,2493,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Saturday
05 Junio 1763,*El parecido de Rusia,,,,,5070,El alcalde boca de verdades,,Entremés,1,1763,,Sainete: La visita (Los propósitos de las mujres) - premier,María Ladrevant,Sunday
10 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,5529,Los vicios,,Loa,1,,,Entremés.: La víspera de San Pedro - premier; Sainete: El refunfuñador - premier,María Ladrevant,Friday
11 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,4001,Los vicios,,Loa,1,,,Entremés.: La víspera de San Pedro - premier; Sainete: El refunfuñador - premier,María Ladrevant,Saturday
12 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,4086,Los vicios,,Loa,1,,,Entremés.: La víspera de San Pedro - premier; Sainete: El refunfuñador - premier,María Ladrevant,Sunday
13 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,3581,Los vicios,,Loa,1,,,Entremés.: La víspera de San Pedro - premier; Sainete: El refunfuñador - premier,María Ladrevant,Monday
14 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,2306,Los vicios,,Loa,1,,,Entremés.: La víspera de San Pedro - premier; Sainete: El refunfuñador - premier,María Ladrevant,Tuesday
16 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,4416,,,,,,,,María Ladrevant,Thursday
17 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,1927,,,,,,,,María Ladrevant,Friday
18 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,2046,,,,,,,,María Ladrevant,Saturday
19 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,4966,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Sunday
20 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,4442,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Monday
21 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,4494,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Tuesday
22 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,3896,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Wednesday
23 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,3817,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Thursday
24 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,3912,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Friday
25 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,3770,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Saturday
26 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,4306,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Sunday
27 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,3449,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Monday
28 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,2450,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Tuesday
29 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,3269,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Wednesday
30 Junio 1763,*A tu prójimo como a ti,,auto sacramental,,,3573,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Thursday
01 Julio 1763,*A tu prójimo como a ti,,auto sacramental,,,2891,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Friday
02 Julio 1763,*A tu prójimo como a ti,,auto sacramental,,,2864,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Saturday
03 Julio 1763,*A tu prójimo como a ti,,auto sacramental,,,2828,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Sunday
04 Julio 1763,*A tu prójimo como a ti,,auto sacramental,,,2200,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Monday
05 Julio 1763,*A tu prójimo como a ti,,auto sacramental,,,2356,La noche de San Juan,,Entremés,1,,,Sainete: La residencia de los danzantes - premier,María Ladrevant,Tuesday
10 Julio 1763,El príncipe transilvano,,,,,2381,Los alcaldes encontrados,,Entremés,1,,,Baile: El arcabuceado,María Ladrevant,Sunday
17 Julio 1763,No hay contra lealtad cautela , , , , ,2480,Candil y garabato, ,Entremés,1, , ,Sainete: Las monstruosidades,María Ladvenant,Sunday
24 Julio 1763,El guapo Julián Romero, , , , ,2662,El alcalde en el repeso, ,Entremés,1, , ,Sainete: El Bosco,María Ladvenant,Sunday
25 Julio 1763,El hechizo de Sevilla, , , , ,2255,Las bocas grandes, ,Entremés,1, , ,Baile: La rueda de la fortuna,María Ladvenant,Monday
26 Julio 1763,Doña Inés de Castro, , , , ,1954,El pelícano y el ratón, ,Entremés,1, , ,Sainete: La turronera,María Ladvenant,Tuesday
31 Julio 1763,El catalán Serrallonga, , , , ,2783,Los putos, ,Entremés,1, , ,Sainete: El alguacil de vejeces,María Ladvenant,Sunday
07 Agosto 1763,Los áspides de Cleopatra, , , , ,2663,Las camas, ,Entremés,1, , ,Sainete: La escuela de amor,María Ladvenant,Sunday
08 Agosto 1763,No siempre lo peor es cierto (Novena), ,Novena, , ,3868, , , , , , , ,María Ladvenant,Monday
10 Agosto 1763,No hay contra un padre razón, , , , ,1541,La manta, ,Entremés,1, , ,Baile: La Arcadia,María Ladvenant,Wednesday
14 Agosto 1763,La gitanilla de Madrid, , , , ,3712,Las teresas, ,Entremés,1, , ,Sainete: La academia del ocio,María Ladvenant,Sunday
15 Agosto 1763,La gitanilla de Madrid, , , , ,2597,Las teresas, ,Entremés,1, , ,Sainete: La academia del ocio,María Ladvenant,Monday
21 Agosto 1763,El maestro de Alejandro, , , , ,2483,El asaeteado, ,Entremés,1, , ,Baile: El bobo de Coria ,María Ladvenant,Sunday
24 Agosto 1763,El Job de las mujeres, , , , ,1849,Las chirimías, ,Entremés,1, , ,Baile: Las letras,María Ladvenant,Wednesday
28 Agosto 1763,Mateo Vicente Benet, , , , ,3498,La burla del figonero, ,Entremés,1, , ,Baile: El tapicero,María Ladvenant,Sunday
04 Septiembre 1763,El socorro de los mantos, , , , ,2979,El alcalde químico, ,Entremés,1, , ,Sainete: La centinela,María Ladvenant,Sunday
07 Septiembre 1763,La sortija del olvido, , , , ,1362, , ,Entremés,1, , ,Baile - premier,María Hidalgo,Wednesday
08 Septiembre 1763,La sortija del olvido, , , , ,3202, , ,Entremés,1, , ,Baile - premier,María Hidalgo,Thursday
09 Septiembre 1763,La sortija del olvido, , , , ,1191, , ,Entremés,1, , ,Baile - premier,María Hidalgo,Friday
10 Septiembre 1763,La sortija del olvido, , , , ,1051, , ,Entremés,1, , ,Baile - premier,María Hidalgo,Saturday
11 Septiembre 1763,La sortija del olvido, , , , ,2514, , ,Entremés,1, , ,Baile - premier,María Hidalgo,Sunday
12 Septiembre 1763,El parecido en la Corte, , , , ,809,Torote, ,Entremés,1, , , ,María Hidalgo,Monday
13 Septiembre 1763,El parecido en la Corte, , , , ,933,Torote, ,Entremés,1, , , ,María Hidalgo,Tuesday
14 Septiembre 1763,"Mujer, llora y vencerás", , , , ,738,El cuero, ,Entremés,1, , ,Sainete: Por aquí Selim,María Hidalgo,Wednesday
15 Septiembre 1763,"Mujer, llora y vencerás", , , , ,631,El cuero, ,Entremés,1, , ,Sainete: Por aquí Selim,María Hidalgo,Thursday
16 Septiembre 1763,El poder de la amistad, , , , ,802,La burla del barbero, ,Entremés,1, , ,Sainete: Las bodas,María Hidalgo,Friday
17 Septiembre 1763,El poder de la amistad, , , , ,657,La burla del barbero, ,Entremés,1, , ,Sainete: Las bodas,María Hidalgo,Saturday
18 Septiembre 1763,El poder de la amistad, , , , ,1861,La burla del barbero, ,Entremés,1, , ,Sainete: Las bodas,María Hidalgo,Sunday
19 Septiembre 1763,Carlos V sobre Túnez, , , , ,1275,Garrapiña, ,Entremés,1, , ,Sainete: El vizconde y la boda,María Hidalgo,Monday
20 Septiembre 1763,Carlos V sobre Túnez, , , , ,682,Garrapiña, ,Entremés,1, , ,Sainete: El vizconde y la boda,María Hidalgo,Tuesday
21 Septiembre 1763,Dios hace justicia a todos, , , , ,1007,Los marqueses, ,Entremés,1, , , ,María Hidalgo,Wednesday
22 Septiembre 1763,El amo criado, , , , ,1053,Los marqueses, ,Entremés,1, , ,,María Hidalgo,Thursday
23 Septiembre 1763,El robo de las Sabinas, , , , ,997,Casa de posadas, ,Entremés,1, , ,Sainetes - premier,María Hidalgo,Friday
24 Septiembre 1763,El robo de las Sabinas, , , , ,675,Casa de posadas, ,Entremés,1, , ,Sainetes - premier,María Hidalgo,Saturday
